,Region/Country/Area,Year,Data,Enrollments (Thousands)
4037,Jamaica,2005,Students enrolled in secondary education (thousands),246
4038,Jamaica,2005,Gross enrollment ratio - Secondary (male),87.1
4039,Jamaica,2005,Gross enrollment ratio - Secondary (female),92.4
4040,Jamaica,2005,Students enrolled in tertiary education (thousands),48
4041,Jamaica,2010,Students enrolled in primary education (thousands),294
4042,Jamaica,2010,Students enrolled in secondary education (thousands),260
4043,Jamaica,2010,Gross enrollment ratio - Secondary (male),88.2
4044,Jamaica,2010,Gross enrollment ratio - Secondary (female),95.5
4045,Jamaica,2010,Students enrolled in tertiary education (thousands),71
4046,Jamaica,2010,Gross enrollment ratio - Tertiary (male),16.4
4047,Jamaica,2010,Gross enrollment ratio - Tertiary (female),37.8
4048,Jamaica,2013,Students enrolled in primary education (thousands),278
4049,Jamaica,2013,Students enrolled in secondary education (thousands),229
4050,Jamaica,2013,Gross enrollment ratio - Secondary (male),79.1
4051,Jamaica,2013,Gross enrollment ratio - Secondary (female),85.2
4052,Jamaica,2013,Students enrolled in tertiary education (thousands),74
4053,Jamaica,2013,Gross enrollment ratio - Tertiary (male),16.6
4054,Jamaica,2013,Gross enrollment ratio - Tertiary (female),38.0
4055,Jamaica,2014,Students enrolled in primary education (thousands),266
4056,Jamaica,2014,Students enrolled in secondary education (thousands),224
4057,Jamaica,2014,Gross enrollment ratio - Secondary (male),78.6
4058,Jamaica,2014,Gross enrollment ratio - Secondary (female),84.9
4059,Jamaica,2015,Students enrolled in primary education (thousands),259
4060,Jamaica,2015,Students enrolled in secondary education (thousands),215
4061,Jamaica,2015,Gross enrollment ratio - Secondary (male),77.8
4062,Jamaica,2015,Gross enrollment ratio - Secondary (female),83.5
4063,Jamaica,2015,Students enrolled in tertiary education (thousands),75
4064,Jamaica,2015,Gross enrollment ratio - Tertiary (male),19.8
4065,Jamaica,2015,Gross enrollment ratio - Tertiary (female),34.2
4066,Jamaica,2016,Students enrolled in primary education (thousands),253
4067,Jamaica,2016,Students enrolled in secondary education (thousands),217
4068,Jamaica,2016,Gross enrollment ratio - Secondary (male),82.0
4069,Jamaica,2016,Gross enrollment ratio - Secondary (female),86.3
4070,Japan,2005,Students enrolled in primary education (thousands),"7,232"
4071,Japan,2005,Gross enrollement ratio - Primary (male),100.1
4072,Japan,2005,Gross enrollment ratio - Primary (female),100.6
4073,Japan,2005,Students enrolled in secondary education (thousands),"7,710"
4074,Japan,2005,Gross enrollment ratio - Secondary (male),97.9
4075,Japan,2005,Gross enrollment ratio - Secondary (female),98.5
4076,Japan,2005,Students enrolled in tertiary education (thousands),"4,038"
4077,Japan,2005,Gross enrollment ratio - Tertiary (male),57.3
4078,Japan,2005,Gross enrollment ratio - Tertiary (female),51.1
4079,Japan,2010,Students enrolled in primary education (thousands),"7,099"
4080,Japan,2010,Gross enrollement ratio - Primary (male),101.4
4081,Japan,2010,Gross enrollment ratio - Primary (female),101.8
4082,Japan,2010,Students enrolled in secondary education (thousands),"7,296"
4083,Japan,2010,Gross enrollment ratio - Secondary (male),100.1
4084,Japan,2010,Gross enrollment ratio - Secondary (female),100.8
4085,Japan,2010,Students enrolled in tertiary education (thousands),"3,836"
4086,Japan,2010,Gross enrollment ratio - Tertiary (male),61.2
4087,Japan,2010,Gross enrollment ratio - Tertiary (female),54.8
4088,Japan,2014,Students enrolled in primary education (thousands),"6,715"
4089,Japan,2014,Gross enrollement ratio - Primary (male),99.4
4090,Japan,2014,Gross enrollment ratio - Primary (female),99.7
4091,Japan,2014,Students enrolled in secondary education (thousands),"7,227"
4092,Japan,2014,Gross enrollment ratio - Secondary (male),101.0
4093,Japan,2014,Gross enrollment ratio - Secondary (female),101.8
4094,Japan,2014,Students enrolled in tertiary education (thousands),"3,862"
4095,Japan,2014,Gross enrollment ratio - Tertiary (male),65.1
4096,Japan,2014,Gross enrollment ratio - Tertiary (female),60.6
4097,Japan,2015,Students enrolled in primary education (thousands),"6,638"
4098,Japan,2015,Gross enrollement ratio - Primary (male),98.6
4099,Japan,2015,Gross enrollment ratio - Primary (female),99.0
4100,Japan,2015,Students enrolled in secondary education (thousands),"7,221"
4101,Japan,2015,Gross enrollment ratio - Secondary (male),101.8
4102,Japan,2015,Gross enrollment ratio - Secondary (female),102.5
4103,Japan,2015,Students enrolled in tertiary education (thousands),"3,845"
4104,Japan,2015,Gross enrollment ratio - Tertiary (male),65.1
4105,Japan,2015,Gross enrollment ratio - Tertiary (female),61.3
4106,Jordan,2004,Students enrolled in primary education (thousands),800
4107,Jordan,2004,Gross enrollement ratio - Primary (male),99.0
4108,Jordan,2004,Gross enrollment ratio - Primary (female),100.0
4109,Jordan,2004,Students enrolled in secondary education (thousands),616
4110,Jordan,2004,Gross enrollment ratio - Secondary (male),83.8
4111,Jordan,2004,Gross enrollment ratio - Secondary (female),86.2
4112,Jordan,2004,Students enrolled in tertiary education (thousands),214
4113,Jordan,2004,Gross enrollment ratio - Tertiary (male),35.2
4114,Jordan,2004,Gross enrollment ratio - Tertiary (female),39.8
4115,Jordan,2005,Students enrolled in primary education (thousands),805
4116,Jordan,2005,Students enrolled in secondary education (thousands),626
4117,Jordan,2005,Gross enrollment ratio - Secondary (male),83.8
4118,Jordan,2005,Gross enrollment ratio - Secondary (female),86.3
4119,Jordan,2005,Students enrolled in tertiary education (thousands),218
4120,Jordan,2005,Gross enrollment ratio - Tertiary (male),35.9
4121,Jordan,2005,Gross enrollment ratio - Tertiary (female),39.0
4122,Jordan,2010,Students enrolled in primary education (thousands),820
4123,Jordan,2010,Students enrolled in secondary education (thousands),710
4124,Jordan,2010,Gross enrollment ratio - Secondary (male),79.4
4125,Jordan,2010,Gross enrollment ratio - Secondary (female),82.5
4126,Jordan,2010,Students enrolled in tertiary education (thousands),247
4127,Jordan,2010,Gross enrollment ratio - Tertiary (male),34.9
4128,Jordan,2010,Gross enrollment ratio - Tertiary (female),39.7
4129,Jordan,2012,Students enrolled in primary education (thousands),849
4130,Jordan,2012,Students enrolled in secondary education (thousands),724
4131,Jordan,2012,Gross enrollment ratio - Secondary (male),73.7
4132,Jordan,2012,Gross enrollment ratio - Secondary (female),75.7
4133,Jordan,2012,Students enrolled in tertiary education (thousands),307
4134,Jordan,2012,Gross enrollment ratio - Tertiary (male),39.4
4135,Jordan,2012,Gross enrollment ratio - Tertiary (female),45.5
4136,Jordan,2014,Students enrolled in primary education (thousands),980
4137,Jordan,2014,Students enrolled in secondary education (thousands),749
4138,Jordan,2014,Gross enrollment ratio - Secondary (male),68.9
4139,Jordan,2014,Gross enrollment ratio - Secondary (female),71.3
4140,Jordan,2015,Students enrolled in tertiary education (thousands),313
4141,Jordan,2015,Gross enrollment ratio - Tertiary (male),35.8
4142,Jordan,2015,Gross enrollment ratio - Tertiary (female),39.0
4143,Jordan,2016,Students enrolled in primary education (thousands),"1,050"
4144,Jordan,2016,Students enrolled in tertiary education (thousands),316
4145,Jordan,2016,Gross enrollment ratio - Tertiary (male),35.0
4146,Jordan,2016,Gross enrollment ratio - Tertiary (female),37.5
4147,Kazakhstan,2000,Students enrolled in primary education (thousands),"1,208"
4148,Kazakhstan,2000,Gross enrollement ratio - Primary (male),95.6
4149,Kazakhstan,2000,Gross enrollment ratio - Primary (female),95.9
4150,Kazakhstan,2000,Students enrolled in secondary education (thousands),"1,994"
4151,Kazakhstan,2000,Gross enrollment ratio - Secondary (male),90.3
4152,Kazakhstan,2000,Gross enrollment ratio - Secondary (female),95.2
4153,Kazakhstan,2000,Students enrolled in tertiary education (thousands),418
4154,Kazakhstan,2000,Gross enrollment ratio - Tertiary (male),28.9
4155,Kazakhstan,2000,Gross enrollment ratio - Tertiary (female),34.4
4156,Kazakhstan,2005,Students enrolled in primary education (thousands),"1,024"
4157,Kazakhstan,2005,Gross enrollement ratio - Primary (male),101.5
4158,Kazakhstan,2005,Gross enrollment ratio - Primary (female),101.4
4159,Kazakhstan,2010,Students enrolled in primary education (thousands),958
4160,Kazakhstan,2010,Gross enrollement ratio - Primary (male),107.7
4161,Kazakhstan,2010,Gross enrollment ratio - Primary (female),108.3
4162,Kazakhstan,2010,Students enrolled in secondary education (thousands),"1,818"
4163,Kazakhstan,2010,Gross enrollment ratio - Secondary (male),97.2
4164,Kazakhstan,2010,Gross enrollment ratio - Secondary (female),97.7
4165,Kazakhstan,2010,Students enrolled in tertiary education (thousands),757
4166,Kazakhstan,2010,Gross enrollment ratio - Tertiary (male),40.3
4167,Kazakhstan,2010,Gross enrollment ratio - Tertiary (female),51.1
4168,Kazakhstan,2014,Students enrolled in primary education (thousands),"1,122"
4169,Kazakhstan,2014,Gross enrollement ratio - Primary (male),111.5
4170,Kazakhstan,2014,Gross enrollment ratio - Primary (female),111.6
4171,Kazakhstan,2014,Students enrolled in secondary education (thousands),"1,662"
4172,Kazakhstan,2014,Gross enrollment ratio - Secondary (male),104.4
4173,Kazakhstan,2014,Gross enrollment ratio - Secondary (female),107.1
4174,Kazakhstan,2014,Students enrolled in tertiary education (thousands),727
4175,Kazakhstan,2014,Gross enrollment ratio - Tertiary (male),42.6
4176,Kazakhstan,2014,Gross enrollment ratio - Tertiary (female),53.9
4177,Kazakhstan,2015,Students enrolled in primary education (thousands),"1,196"
4178,Kazakhstan,2015,Gross enrollement ratio - Primary (male),110.6
4179,Kazakhstan,2015,Gross enrollment ratio - Primary (female),110.8
4180,Kazakhstan,2015,Students enrolled in secondary education (thousands),"1,679"
4181,Kazakhstan,2015,Gross enrollment ratio - Secondary (male),107.6
4182,Kazakhstan,2015,Gross enrollment ratio - Secondary (female),111.4
4183,Kazakhstan,2015,Students enrolled in tertiary education (thousands),658
4184,Kazakhstan,2015,Gross enrollment ratio - Tertiary (male),40.3
4185,Kazakhstan,2015,Gross enrollment ratio - Tertiary (female),51.5
4186,Kazakhstan,2017,Students enrolled in primary education (thousands),"1,357"
4187,Kazakhstan,2017,Gross enrollement ratio - Primary (male),107.1
4188,Kazakhstan,2017,Gross enrollment ratio - Primary (female),108.8
4189,Kazakhstan,2017,Students enrolled in secondary education (thousands),"1,768"
4190,Kazakhstan,2017,Gross enrollment ratio - Secondary (male),112.6
4191,Kazakhstan,2017,Gross enrollment ratio - Secondary (female),113.6
4192,Kazakhstan,2017,Students enrolled in tertiary education (thousands),627
4193,Kazakhstan,2017,Gross enrollment ratio - Tertiary (male),43.9
4194,Kazakhstan,2017,Gross enrollment ratio - Tertiary (female),55.5
4195,Kenya,2005,Students enrolled in primary education (thousands),"6,076"
4196,Kenya,2005,Gross enrollement ratio - Primary (male),103.5
4197,Kenya,2005,Gross enrollment ratio - Primary (female),99.4
4198,Kenya,2005,Students enrolled in secondary education (thousands),"2,468"
4199,Kenya,2005,Gross enrollment ratio - Secondary (male),48.8
4200,Kenya,2005,Gross enrollment ratio - Secondary (female),46.6
4201,Kenya,2005,Students enrolled in tertiary education (thousands),114
4202,Kenya,2005,Gross enrollment ratio - Tertiary (male),3.7
4203,Kenya,2005,Gross enrollment ratio - Tertiary (female),2.2
4204,Kenya,2009,Students enrolled in primary education (thousands),"7,150"
4205,Kenya,2009,Gross enrollement ratio - Primary (male),107.4
4206,Kenya,2009,Gross enrollment ratio - Primary (female),105.2
4207,Kenya,2009,Students enrolled in secondary education (thousands),"3,204"
4208,Kenya,2009,Gross enrollment ratio - Secondary (male),60.7
4209,Kenya,2009,Gross enrollment ratio - Secondary (female),54.9
4210,Kenya,2009,Students enrolled in tertiary education (thousands),168
4211,Kenya,2009,Gross enrollment ratio - Tertiary (male),4.7
4212,Kenya,2009,Gross enrollment ratio - Tertiary (female),3.3
4213,Kenya,2014,Students enrolled in primary education (thousands),"8,158"
4214,Kenya,2014,Gross enrollement ratio - Primary (male),107.8
4215,Kenya,2014,Gross enrollment ratio - Primary (female),108.5
4216,Kenya,2015,Students enrolled in primary education (thousands),"8,169"
4217,Kenya,2015,Gross enrollement ratio - Primary (male),106.0
4218,Kenya,2015,Gross enrollment ratio - Primary (female),105.9
4219,Kenya,2016,Students enrolled in primary education (thousands),"8,290"
4220,Kenya,2016,Gross enrollement ratio - Primary (male),105.1
4221,Kenya,2016,Gross enrollment ratio - Primary (female),105.5
4222,Kiribati,2005,Students enrolled in primary education (thousands),16
4223,Kiribati,2005,Gross enrollement ratio - Primary (male),111.2
4224,Kiribati,2005,Gross enrollment ratio - Primary (female),112.8
4225,Kiribati,2005,Students enrolled in secondary education (thousands),12
4226,Kiribati,2005,Gross enrollment ratio - Secondary (male),83.1
4227,Kiribati,2005,Gross enrollment ratio - Secondary (female),95.3
4228,Kiribati,2008,Students enrolled in primary education (thousands),16
4229,Kiribati,2008,Gross enrollement ratio - Primary (male),108.3
4230,Kiribati,2008,Gross enrollment ratio - Primary (female),113.1
4231,Kiribati,2008,Students enrolled in secondary education (thousands),12
4232,Kiribati,2008,Gross enrollment ratio - Secondary (male),82.9
4233,Kiribati,2008,Gross enrollment ratio - Secondary (female),91.5
4234,Kiribati,2009,Students enrolled in primary education (thousands),16
4235,Kiribati,2009,Gross enrollement ratio - Primary (male),108.0
4236,Kiribati,2009,Gross enrollment ratio - Primary (female),113.7
4237,Kiribati,2014,Students enrolled in primary education (thousands),16
4238,Kiribati,2014,Gross enrollement ratio - Primary (male),111.2
4239,Kiribati,2014,Gross enrollment ratio - Primary (female),115.2
4240,Kiribati,2015,Students enrolled in primary education (thousands),16
4241,Kiribati,2015,Gross enrollement ratio - Primary (male),102.8
4242,Kiribati,2015,Gross enrollment ratio - Primary (female),106.2
4243,Kiribati,2016,Students enrolled in primary education (thousands),17
4244,Kiribati,2016,Gross enrollement ratio - Primary (male),103.7
4245,Kiribati,2016,Gross enrollment ratio - Primary (female),106.4
4246,Kuwait,2004,Students enrolled in primary education (thousands),158
4247,Kuwait,2004,Gross enrollement ratio - Primary (male),97.9
4248,Kuwait,2004,Gross enrollment ratio - Primary (female),106.9
4249,Kuwait,2004,Students enrolled in secondary education (thousands),267
4250,Kuwait,2004,Gross enrollment ratio - Secondary (male),99.1
4251,Kuwait,2004,Gross enrollment ratio - Secondary (female),104.9
